iter	Passed	Remaining
1670	13732	35575
1671	13739	35565
1672	13746	35553
1673	13753	35543
1674	13760	35531
1675	13768	35521
1676	13775	35509
1677	13782	35498
1678	13788	35486
1679	13795	35475
1680	13803	35464
1681	13810	35453
1682	13817	35442
1683	13823	35429
1684	13830	35417
1685	13837	35405
1686	13843	35393
1687	13851	35382
1688	13858	35371
1689	13865	35360
1690	13871	35348
1691	13878	35336
1692	13885	35324
1693	13892	35313
1694	13899	35301
1695	13906	35290
1696	13913	35280
1697	13920	35268
1698	13928	35259
1699	13935	35247
1700	13941	35234
1701	13948	35223
1702	13955	35212
1703	13962	35200
1704	13969	35189
1705	13976	35177
1706	13982	35165
1707	13989	35153
1708	13996	35142
1709	14003	35130
1710	14010	35120
1711	14017	35109
1712	14024	35098
1713	14031	35086
1714	14038	35076
1715	14045	35063
1716	14052	35052
1717	14059	35042
1718	14066	35030
1719	14073	35020
1720	14080	35008
1721	14087	34997
1722	14094	34986
1723	14101	34975
1724	14107	34963
1725	14114	34950
1726	14121	34940
1727	14128	34928
1728	14135	34918
1729	14143	34908
1730	14150	34899
1731	14157	34888
1732	14164	34876
1733	14171	34865
1734	14178	34854
1735	14186	34844
1736	14193	34834
1737	14200	34823
1738	14207	34812
1739	14214	34801
1740	14222	34792
1741	14229	34782
1742	14237	34772
1743	14244	34762
1744	14252	34752
1745	14259	34741
1746	14266	34731
1747	14273	34720
1748	14280	34708
1749	14287	34697
1750	14294	34687
1751	14302	34678
1752	14309	34668
1753	14317	34658
1754	14324	34647
1755	14331	34636
1756	14337	34624
1757	14344	34613
1758	14351	34602
1759	14358	34591
1760	14365	34580
1761	14372	34569
1762	14379	34557
1763	14386	34546
1764	14393	34536
1765	14400	34524
1766	14406	34512
1767	14413	34501
1768	14420	34489
1769	14427	34478
1770	14433	34466
1771	14443	34461
1772	14450	34451
1773	14457	34441
1774	14465	34431
1775	14472	34420
1776	14478	34408
1777	14485	34397
1778	14492	34387
1779	14499	34375
1780	14506	34364
1781	14513	34353
1782	14520	34342
1783	14527	34330
1784	14534	34319
1785	14540	34308
1786	14547	34297
1787	14554	34286
1788	14561	34274
1789	14568	34263
1790	14575	34252
1791	14582	34242
1792	14588	34230
1793	14595	34219
1794	14602	34208
1795	14609	34197
1796	14616	34187
1797	14810	34612
1798	14866	34716
1799	14873	34705
1800	14881	34696
1801	14888	34685
1802	14896	34675
1803	14903	34664
1804	14911	34655
1805	14918	34645
1806	14926	34636
1807	14933	34625
1808	14940	34613
1809	14947	34603
1810	14954	34591
1811	14962	34582
1812	14969	34571
1813	14977	34561
1814	14984	34551
1815	14991	34540
1816	14998	34529
1817	15005	34517
1818	15012	34506
1819	15019	34496
1820	15027	34485
1821	15034	34474
1822	15041	34464
1823	15051	34461
1824	15060	34453
1825	15068	34443
1826	15076	34435
1827	15083	34425
1828	15091	34414
1829	15097	34403
1830	15104	34392
1831	15111	34380
1832	15119	34371
1833	15126	34360
1834	15135	34353
1835	15142	34343
1836	15150	34334
1837	15157	34323
1838	15166	34315
1839	15174	34306
1840	15182	34298
1841	15189	34287
1842	15196	34277
1843	15203	34265
1844	15210	34254
1845	15217	34243
1846	15224	34232
1847	15231	34222
1848	15238	34210
1849	15246	34201
1850	15253	34189
1851	15260	34178
1852	15267	34167
1853	15274	34157
1854	15281	34146
1855	15288	34135
1856	15295	34125
1857	15303	34114
1858	15310	34104
1859	15317	34093
1860	15324	34082
1861	15331	34071
1862	15338	34060
1863	15345	34048
1864	15352	34038
1865	15359	34028
1866	15367	34018
1867	15375	34010
1868	15382	33999
1869	15390	33991
1870	15397	33980
1871	15405	33970
1872	15412	33960
1873	15420	33950
1874	15427	33939
1875	15435	33930
1876	15443	33922
1877	15451	33915
1878	15460	33906
1879	15467	33897
1880	15474	33886
1881	15481	33875
1882	15489	33865
1883	15495	33853
1884	15503	33843
1885	15509	33832
1886	15517	33822
1887	15523	33810
1888	15530	33799
1889	15537	33788
1890	15545	33778
1891	15552	33767
1892	15558	33755
1893	15566	33745
1894	15572	33734
1895	15579	33723
1896	15586	33712
1897	15594	33702
1898	15601	33691
1899	15608	33680
1900	15614	33668
1901	15621	33658
1902	15628	33647
1903	15635	33636
1904	15643	33627
1905	15650	33616
1906	15657	33605
1907	15664	33594
1908	15671	33583
1909	15677	33572
1910	15684	33561
1911	15692	33550
1912	15699	33541
1913	15707	33531
1914	15714	33521
1915	15722	33511
1916	15729	33502
1917	15736	33491
1918	15743	33481
1919	15750	33470
1920	15758	33461
1921	15765	33450
1922	15773	33440
1923	15780	33430
1924	15787	33420
1925	15794	33409
1926	15801	33398
1927	15808	33387
1928	15815	33376
1929	16003	33747
1930	16013	33743
1931	16020	33732
1932	16027	33722
1933	16035	33712
1934	16042	33702
1935	16050	33692
1936	16057	33682
1937	16065	33672
1938	16072	33662
1939	16080	33652
1940	16086	33640
1941	16094	33630
1942	16101	33620
1943	16108	33609
1944	16115	33598
1945	16122	33587
1946	16129	33576
1947	16136	33565
1948	16144	33555
1949	16151	33544
1950	16158	33534
1951	16165	33523
1952	16172	33512
1953	16179	33502
1954	16186	33490
1955	16193	33480
1956	16200	33469
1957	16208	33459
1958	16214	33447
1959	16221	33437
1960	16228	33425
1961	16235	33414
1962	16242	33404
1963	16249	33393
1964	16257	33383
1965	16264	33373
1966	16272	33363
1967	16279	33352
1968	16286	33342
1969	16293	33330
1970	16300	33319
1971	16306	33308
1972	16313	33297
1973	16321	33286
1974	16328	33276
1975	16335	33265
1976	16342	33254
1977	16349	33244
1978	16356	33233
1979	16363	33223
1980	16370	33212
1981	16377	33201
1982	16384	33190
1983	16391	33179
1984	16398	33169
1985	16406	33159
1986	16413	33148
1987	16420	33137
1988	16427	33126
1989	16434	33116
1990	16441	33106
1991	16448	33096
1992	16456	33086
1993	16463	33076
1994	16470	33065
1995	16477	33055
1996	16485	33044
1997	16491	33033
1998	16498	33022
1999	16506	33012
2000	16514	33003
2001	16521	32993
2002	16528	32983
2003	16536	32973
2004	16543	32963
2005	16550	32952
2006	16557	32942
2007	16564	32931
2008	16572	32922
2009	16579	32912
2010	16587	32903
2011	16595	32893
2012	16603	32885
2013	16611	32876
2014	16619	32866
2015	16627	32858
2016	16635	32850
2017	16643	32840
2018	16650	32831
2019	16657	32820
2020	16664	32810
2021	16672	32799
2022	16679	32790
2023	16687	32780
2024	16694	32770
2025	16702	32761
2026	16709	32751
2027	16716	32740
2028	16724	32731
2029	16731	32721
2030	16738	32709
2031	16745	32699
2032	16752	32688
2033	16759	32679
2034	16767	32669
2035	16774	32659
2036	16782	32650
2037	16789	32640
2038	16796	32630
2039	16804	32619
2040	16811	32609
2041	16818	32599
2042	16825	32588
2043	16832	32578
2044	16839	32567
2045	16847	32557
2046	16854	32547
2047	16861	32537
2048	16869	32528
2049	16876	32518
2050	16883	32507
2051	16891	32497
2052	16897	32487
2053	16904	32476
2054	16911	32466
2055	16919	32455
2056	16926	32446
2057	16934	32436
2058	16941	32426
2059	16948	32415
2060	16956	32407
2061	16963	32397
2062	17094	32622
2063	17190	32781
2064	17197	32770
2065	17204	32761
2066	17212	32750
2067	17219	32740
2068	17226	32729
2069	17233	32719
2070	17241	32709
2071	17248	32698
2072	17255	32688
2073	17262	32677
2074	17269	32667
2075	17277	32656
2076	17284	32646
2077	17292	32637
2078	17299	32627
2079	17306	32616
2080	17314	32606
2081	17320	32595
2082	17327	32584
2083	17334	32573
2084	17341	32561
2085	17348	32551
2086	17355	32540
2087	17362	32529
2088	17369	32518
2089	17375	32506
2090	17382	32495
2091	17389	32485
2092	17396	32474
2093	17403	32463
2094	17410	32453
2095	17417	32442
2096	17424	32431
2097	17431	32420
2098	17439	32411
2099	17446	32401
2100	17454	32391
2101	17461	32381
2102	17468	32370
2103	17475	32359
2104	17482	32348
2105	17488	32336
2106	17496	32327
2107	17503	32316
2108	17510	32305
2109	17517	32294
2110	17524	32284
2111	17531	32273
2112	17538	32263
2113	17545	32251
2114	17551	32240
2115	17558	32229
2116	17565	32218
2117	17572	32207
2118	17579	32196
2119	17586	32186
2120	17593	32175
2121	17599	32163
2122	17606	32153
2123	17613	32142
2124	17620	32131
2125	17627	32120
2126	17634	32110
2127	17641	32098
2128	17647	32087
2129	17655	32077
2130	17661	32066
2131	17669	32056
2132	17676	32045
2133	17683	32035
2134	17689	32023
2135	17696	32013
2136	17704	32003
2137	17711	31993
2138	17718	31982
2139	17725	31971
2140	17733	31962
2141	17740	31952
2142	17747	31942
2143	17755	31932
2144	17762	31923
2145	17769	31912
2146	17776	31901
2147	17784	31892
2148	17791	31882
2149	17800	31874
2150	17807	31865
2151	17815	31855
2152	17822	31845
2153	17829	31835
2154	17836	31824
2155	17843	31813
2156	17850	31802
2157	17856	31791
2158	17863	31780
2159	17870	31769
2160	17877	31759
2161	17884	31748
2162	17891	31738
2163	17898	31727
2164	17905	31717
2165	17912	31706
2166	17919	31696
2167	17926	31685
2168	17933	31674
2169	17940	31664
2170	17947	31653
2171	17954	31643
2172	17961	31633
2173	17968	31622
2174	17975	31611
2175	17981	31600
2176	17989	31590
2177	17996	31580
2178	18003	31570
2179	18010	31559
2180	18018	31550
2181	18025	31540
2182	18032	31530
2183	18040	31520
2184	18047	31511
2185	18055	31501
2186	18063	31493
2187	18072	31485
2188	18079	31475
2189	18086	31465
2190	18093	31455
2191	18100	31444
2192	18107	31434
2193	18114	31424
2194	18121	31412
2195	18129	31403
2196	18135	31392
2197	18142	31381
2198	18148	31370
2199	18232	31492
2200	18375	31716
2201	18382	31705
2202	18389	31695
2203	18397	31685
2204	18404	31675
2205	18411	31665
2206	18419	31655
2207	18426	31645
2208	18433	31635
2209	18442	31627
2210	18449	31617
2211	18457	31608
2212	18464	31598
2213	18472	31587
2214	18479	31578
2215	18487	31568
2216	18494	31558
2217	18501	31548
2218	18509	31537
2219	18516	31527
2220	18522	31516
2221	18529	31505
2222	18537	31495
2223	18544	31485
2224	18551	31474
2225	18558	31463
2226	18565	31453
2227	18572	31443
2228	18579	31432
2229	18586	31421
2230	18593	31411
2231	18600	31401
2232	18608	31391
2233	18615	31381
2234	18623	31371
2235	18630	31361
2236	18637	31351
2237	18644	31340
2238	18651	31330
2239	18658	31319
2240	18665	31309
2241	18672	31298
2242	18679	31288
2243	18686	31277
2244	18692	31265
2245	18699	31255
2246	18706	31244
2247	18713	31234
2248	18720	31223
2249	18727	31213
2250	18734	31202
2251	18741	31191
2252	18748	31181
2253	18755	31170
2254	18759	31154
2255	18765	31143
2256	18772	31132
2257	18779	31121
2258	18786	31111
2259	18794	31101
2260	18801	31091
2261	18808	31080
2262	18814	31069
2263	18822	31060
2264	18829	31049
2265	18836	31038
2266	18843	31028
2267	18850	31017
2268	18856	31006
2269	18863	30996
2270	18870	30985
2271	18877	30975
2272	18884	30965
2273	18892	30955
2274	18899	30945
2275	18907	30936
2276	18914	30926
2277	18922	30917
2278	18929	30906
2279	18936	30896
2280	18943	30886
2281	18951	30876
2282	18958	30866
2283	18966	30857
2284	18973	30847
2285	18982	30839
2286	18989	30830
2287	18997	30820
2288	19004	30811
2289	19011	30800
2290	19019	30791
2291	19026	30780
2292	19033	30770
2293	19040	30759
2294	19047	30750
2295	19054	30739
2296	19061	30729
2297	19068	30718
2298	19075	30708
2299	19082	30698
2300	19089	30687
2301	19097	30678
2302	19103	30667
2303	19110	30657
2304	19118	30647
2305	19126	30638
2306	19133	30627
2307	19139	30617
2308	19146	30606
2309	19153	30595
2310	19160	30585
2311	19167	30575
2312	19175	30566
2313	19182	30556
2314	19189	30545
2315	19196	30535
2316	19203	30524
2317	19210	30514
2318	19217	30503
2319	19224	30493
2320	19231	30483
2321	19238	30473
2322	19245	30463
2323	19252	30453
2324	19260	30443
2325	19266	30432
2326	19274	30422
2327	19280	30411
2328	19287	30401
2329	19294	30391
2330	19301	30380
2331	19308	30370
2332	19315	30359
2333	19322	30349
2334	19329	30338
2335	19429	30474
2336	19552	30647
2337	19560	30637
2338	19567	30627
2339	19575	30618
2340	19583	30608
2341	19590	30598
2342	19597	30588
2343	19604	30578
2344	19612	30568
2345	19619	30557
2346	19625	30546
2347	19632	30535
2348	19639	30525
2349	19646	30514
2350	19653	30503
2351	19660	30493
2352	19667	30484
2353	19674	30473
2354	19682	30464
2355	19689	30453
2356	19696	30443
2357	19702	30431
2358	19709	30420
2359	19716	30409
2360	19722	30398
2361	19729	30388
2362	19736	30376
2363	19743	30367
2364	19750	30356
2365	19757	30346
2366	19764	30335
2367	19771	30324
2368	19778	30314
2369	19784	30303
2370	19791	30293
2371	19798	30282
2372	19805	30271
2373	19811	30260
2374	19819	30250
2375	19825	30239
2376	19832	30229
2377	19839	30218
2378	19846	30207
2379	19853	30197
2380	19860	30186
2381	19867	30177
2382	19874	30166
2383	19881	30156
2384	19888	30146
2385	19895	30135
2386	19902	30125
2387	19909	30114
2388	19916	30103
2389	19923	30092
2390	19929	30082
2391	19936	30071
2392	19943	30060
2393	19950	30051
2394	19957	30040
2395	19964	30029
2396	19970	30018
2397	19977	30007
2398	19984	29997
2399	19990	29986
2400	19997	29975
2401	20005	29965
2402	20012	29956
2403	20022	29950
2404	20031	29943
2405	20039	29935
2406	20047	29925
2407	20055	29916
2408	20063	29907
2409	20071	29898
2410	20080	29891
2411	20088	29883
2412	20098	29877
2413	20108	29870
2414	20116	29862
2415	20125	29855
2416	20134	29848
2417	20143	29840
2418	20151	29832
2419	20161	29825
2420	20169	29817
2421	20179	29810
2422	20188	29803
2423	20200	29800
2424	20210	29794
2425	20219	29786
2426	20229	29781
2427	20237	29773
2428	20246	29765
2429	20255	29758
2430	20264	29750
2431	20273	29743
2432	20282	29735
2433	20291	29728
2434	20300	29721
2435	20309	29713
2436	20317	29705
2437	20326	29698
2438	20335	29689
2439	20345	29683
2440	20353	29675
2441	20363	29669
2442	20372	29663
2443	20382	29656
2444	20391	29648
2445	20399	29640
2446	20408	29632
2447	20418	29626
2448	20428	29621
2449	20437	29614
2450	20446	29606
2451	20454	29596
2452	20461	29586
2453	20468	29576
2454	20475	29565
2455	20482	29556
2456	20490	29547
2457	20498	29537
2458	20505	29528
2459	20513	29519
2460	20521	29510
2461	20833	29938
2462	20844	29933
2463	20852	29924
2464	20861	29916
2465	20868	29906
2466	20877	29898
2467	20884	29888
2468	20888	29873
2469	20896	29864
2470	20903	29854
2471	20911	29844
2472	20918	29833
2473	20925	29824
2474	20932	29813
2475	20940	29803
2476	20947	29792
2477	20954	29782
2478	20962	29773
2479	20969	29763
2480	20976	29753
2481	20984	29743
2482	20991	29733
2483	20998	29722
2484	21005	29712
2485	21012	29701
2486	21019	29691
2487	21026	29680
2488	21033	29670
2489	21040	29659
2490	21047	29649
2491	21055	29639
2492	21061	29628
2493	21068	29617
2494	21075	29607
2495	21083	29597
2496	21089	29586
2497	21096	29576
2498	21101	29561
2499	21107	29550
2500	21114	29540
2501	21121	29529
2502	21128	29519
2503	21135	29509
2504	21142	29498
2505	21149	29488
2506	21155	29475
2507	21162	29465
2508	21169	29455
2509	21176	29444
2510	21183	29434
2511	21190	29423
2512	21197	29413
2513	21204	29402
2514	21211	29392
2515	21218	29381
2516	21222	29367
2517	21229	29356
2518	21236	29346
2519	21243	29335
2520	21249	29324
2521	21257	29314
2522	21264	29304
2523	21271	29294
2524	21278	29283
2525	21285	29273
2526	21292	29262
2527	21299	29253
2528	21307	29243
2529	21314	29233
2530	21321	29223
2531	21327	29212
2532	21335	29202
2533	21342	29192
2534	21350	29182
2535	21357	29172
2536	21364	29162
2537	21371	29152
2538	21378	29141
2539	21385	29132
2540	21393	29121
2541	21400	29112
2542	21407	29102
2543	21415	29092
2544	21423	29083
2545	21431	29074
2546	21438	29064
2547	21446	29055
2548	21453	29045
2549	21461	29036
2550	21468	29026
2551	21476	29017
2552	21481	29003
2553	21488	28993
2554	21496	28984
2555	21503	28973
2556	21510	28964
2557	21517	28953
2558	21524	28943
2559	21547	28954
2560	21554	28944
2561	21561	28934
2562	21568	28923
2563	21575	28913
2564	21582	28903
2565	21590	28893
2566	21597	28883
2567	21604	28872
2568	21611	28862
2569	21618	28852
2570	21625	28841
2571	21632	28831
2572	21640	28822
2573	21647	28812
2574	21654	28802
2575	21661	28792
2576	21668	28782
2577	21675	28771
2578	21682	28761
2579	21689	28751
2580	21697	28741
2581	21704	28731
2582	21711	28722
2583	21717	28710
2584	21724	28700
2585	21731	28690
2586	21738	28679
2587	21745	28668
2588	21752	28658
2589	21759	28648
2590	21766	28638
2591	21773	28627
2592	21780	28618
2593	21787	28607
2594	21794	28597
2595	21800	28586
2596	22049	28892
2597	22060	28886
2598	22067	28877
2599	22074	28866
2600	22081	28856
2601	22088	28846
2602	22096	28836
2603	22103	28826
2604	22110	28816
2605	22117	28805
2606	22125	28796
2607	22132	28786
2608	22139	28775
2609	22146	28765
2610	22153	28754
2611	22160	28744
2612	22167	28733
2613	22174	28723
2614	22181	28712
2615	22188	28702
2616	22195	28691
2617	22201	28681
2618	22209	28670
2619	22215	28660
2620	22223	28650
2621	22231	28641
2622	22239	28631
2623	22246	28622
2624	22253	28611
2625	22260	28601
2626	22267	28590
2627	22274	28580
2628	22280	28569
2629	22288	28559
2630	22294	28548
2631	22301	28538
2632	22308	28527
2633	22315	28517
2634	22322	28506
2635	22328	28495
2636	22335	28485
2637	22342	28474
2638	22349	28464
2639	22356	28453
2640	22363	28443
2641	22370	28432
2642	22376	28421
2643	22384	28411
2644	22390	28401
2645	22397	28390
2646	22404	28380
2647	22411	28369
2648	22418	28359
2649	22426	28349
2650	22433	28340
2651	22440	28330
2652	22448	28321
2653	22455	28310
2654	22463	28300
2655	22470	28290
2656	22477	28280
2657	22484	28270
2658	22491	28259
2659	22497	28249
2660	22504	28238
2661	22511	28227
2662	22518	28217
2663	22525	28207
2664	22531	28196
2665	22539	28186
2666	22546	28176
2667	22552	28165
2668	22559	28155
2669	22566	28144
2670	22573	28134
2671	22580	28123
2672	22586	28113
2673	22594	28103
2674	22600	28092
2675	22608	28082
2676	22614	28072
2677	22622	28062
2678	22629	28051
2679	22635	28041
2680	22642	28030
2681	22649	28020
2682	22656	28010
2683	22663	28000
2684	22670	27990
2685	22677	27979
2686	22685	27970
2687	22691	27959
2688	22699	27949
2689	22705	27939
2690	22710	27926
2691	22718	27916
2692	22725	27906
2693	22732	27897
2694	22740	27887
2695	22747	27877
2696	22756	27869
2697	22763	27860
2698	22771	27850
2699	22778	27839
2700	22785	27830
2701	22792	27819
2702	22799	27809
2703	22806	27799
2704	22813	27789
2705	22820	27778
2706	22827	27768
2707	22833	27758
2708	22840	27747
2709	22847	27737
2710	22855	27728
2711	22862	27718
2712	22869	27707
2713	22876	27697
2714	22883	27687
2715	22889	27676
2716	22896	27666
2717	22903	27655
2718	22910	27645
2719	22916	27635
2720	22923	27624
2721	22930	27614
2722	22937	27603
2723	22944	27593
2724	22950	27583
2725	22958	27573
2726	22964	27562
2727	22971	27552
2728	22978	27542
2729	22986	27532
2730	22993	27522
2731	23000	27512
2732	23007	27503
2733	23014	27492
2734	23129	27611
2735	23279	27772
2736	23287	27762
2737	23294	27752
2738	23301	27742
2739	23309	27733
2740	23316	27723
2741	23323	27712
2742	23330	27701
2743	23337	27692
2744	23344	27682
2745	23352	27672
2746	23359	27661
2747	23366	27652
2748	23373	27642
2749	23381	27633
2750	23388	27622
2751	23395	27612
2752	23403	27602
2753	23411	27594
2754	23419	27585
2755	23427	27575
2756	23435	27566
2757	23443	27557
2758	23451	27548
2759	23458	27538
2760	23465	27527
2761	23472	27517
2762	23479	27507
2763	23485	27496
2764	23492	27486
2765	23499	27475
2766	23506	27465
2767	23513	27454
2768	23520	27444
2769	23527	27434
2770	23534	27424
2771	23541	27414
2772	23548	27404
2773	23555	27393
2774	23562	27383
2775	23569	27372
2776	23576	27362
2777	23583	27353
2778	23593	27345
2779	23600	27335
2780	23607	27325
2781	23614	27315
2782	23622	27306
2783	23629	27296
2784	23636	27286
2785	23643	27275
2786	23649	27264
2787	23656	27254
2788	23663	27243
2789	23671	27234
2790	23677	27224
2791	23685	27214
2792	23692	27204
2793	23699	27194
2794	23706	27183
2795	23713	27173
2796	23720	27164
2797	23727	27153
2798	23734	27143
2799	23741	27133
2800	23749	27123
2801	23756	27113
2802	23763	27103
2803	23770	27093
2804	23777	27083
2805	23784	27072
2806	23790	27062
2807	23797	27052
2808	23805	27042
2809	23813	27033
2810	23820	27023
2811	23827	27013
2812	23835	27003
2813	23842	26994
2814	23849	26984
2815	23856	26973
2816	23863	26963
2817	23869	26953
2818	23877	26943
2819	23884	26933
2820	23888	26919
2821	23895	26909
2822	23902	26899
2823	23910	26891
2824	23917	26881
2825	23926	26872
2826	23933	26863
2827	23941	26853
2828	23948	26843
2829	23955	26833
2830	23962	26823
2831	23969	26813
2832	23976	26803
2833	23982	26792
2834	23989	26782
2835	23996	26771
2836	24003	26761
2837	24010	26751
2838	24016	26740
2839	24023	26730
2840	24030	26720
2841	24037	26710
2842	24044	26699
2843	24051	26690
2844	24058	26679
2845	24065	26669
2846	24072	26659
2847	24079	26649
2848	24086	26639
2849	24093	26629
2850	24100	26619
2851	24106	26608
2852	24113	26598
2853	24120	26588
2854	24127	26578
2855	24134	26568
2856	24141	26557
2857	24147	26547
2858	24154	26537
2859	24161	26526
2860	24168	26516
2861	24175	26506
2862	24181	26496
2863	24188	26485
2864	24195	26475
2865	24203	26466
2866	24209	26456
2867	24216	26445
2868	24222	26434
2869	24229	26424
2870	24236	26414
2871	24243	26404
2872	24358	26511
2873	24519	26668
2874	24527	26660
2875	24534	26650
2876	24541	26640
2877	24549	26630
2878	24555	26620
2879	24562	26609
2880	24570	26599
2881	24577	26589
2882	24584	26579
2883	24591	26569
2884	24599	26560
2885	24606	26550
2886	24614	26540
2887	24621	26531
2888	24628	26520
2889	24635	26510
2890	24642	26501
2891	24649	26490
2892	24657	26481
2893	24664	26471
2894	24671	26461
2895	24679	26451
2896	24686	26441
2897	24693	26431
2898	24700	26421
2899	24707	26411
2900	24713	26400
2901	24720	26390
2902	24727	26379
2903	24734	26370
2904	24741	26359
2905	24749	26350
2906	24756	26340
2907	24764	26330
2908	24771	26320
2909	24778	26310
2910	24785	26300
2911	24792	26290
2912	24799	26280
2913	24806	26270
2914	24813	26260
2915	24820	26250
2916	24827	26240
2917	24834	26229
2918	24840	26219
2919	24847	26209
2920	24854	26199
2921	24861	26189
2922	24868	26178
2923	24876	26169
2924	24883	26159
2925	24890	26149
2926	24896	26138
2927	24904	26128
2928	24910	26118
2929	24917	26108
2930	24925	26098
2931	24932	26088
2932	24939	26078
2933	24946	26068
2934	24952	26057
2935	24959	26047
2936	24966	26037
2937	24973	26027
2938	24980	26017
2939	24987	26007
2940	24994	25997
2941	25001	25987
2942	25008	25977
2943	25015	25966
2944	25021	25956
2945	25028	25946
2946	25035	25936
2947	25042	25926
2948	25049	25916
2949	25057	25906
2950	25064	25896
2951	25071	25886
2952	25078	25877
2953	25086	25867
2954	25093	25857
2955	25101	25848
2956	25107	25838
2957	25115	25828
2958	25122	25818
2959	25129	25808
2960	25136	25798
2961	25143	25788
2962	25150	25778
2963	25157	25768
2964	25165	25759
2965	25173	25750
2966	25180	25740
2967	25188	25731
2968	25196	25722
2969	25203	25712
2970	25211	25703
2971	25218	25693
2972	25223	25681
2973	25229	25671
2974	25237	25661
2975	25243	25651
2976	25250	25641
2977	25258	25631
2978	25265	25621
2979	25272	25611
2980	25279	25602
2981	25287	25592
2982	25293	25582
2983	25300	25571
2984	25308	25562
2985	25315	25552
2986	25322	25542
2987	25329	25532
2988	25336	25523
2989	25343	25512
2990	25350	25502
2991	25357	25492
2992	25364	25483
2993	25372	25473
2994	25378	25463
2995	25386	25454
2996	25393	25443
2997	25400	25434
2998	25408	25425
2999	25416	25416
3000	25424	25407
3001	25432	25398
3002	25438	25388
3003	25446	25378
3004	25452	25368
3005	25459	25358
3006	25466	25348
3007	25473	25338
3008	25667	25513
3009	25821	25649
3010	25831	25642
3011	25838	25632
3012	25845	25622
3013	25852	25612
3014	25860	25602
3015	25867	25592
3016	25874	25582
3017	25880	25571
3018	25887	25561
3019	25894	25551
3020	25901	25541
3021	25908	25531
3022	25915	25521
3023	25923	25511
3024	25929	25501
3025	25936	25491
3026	25943	25481
3027	25950	25470
3028	25958	25461
3029	25967	25452
3030	25974	25443
3031	25981	25432
3032	25988	25423
3033	25995	25412
3034	26001	25402
3035	26007	25390
3036	26014	25380
3037	26021	25370
3038	26027	25359
3039	26035	25349
3040	26041	25339
3041	26048	25329
3042	26055	25318
3043	26062	25309
3044	26069	25299
3045	26076	25288
3046	26083	25278
3047	26089	25268
3048	26096	25257
3049	26103	25247
3050	26110	25237
3051	26117	25227
3052	26124	25217
3053	26130	25206
3054	26137	25196
3055	26144	25186
3056	26151	25176
3057	26158	25165
3058	26165	25155
3059	26171	25145
3060	26178	25135
3061	26185	25125
3062	26192	25114
3063	26199	25104
3064	26205	25094
3065	26212	25084
3066	26219	25073
3067	26226	25063
3068	26232	25053
3069	26239	25042
3070	26246	25032
3071	26253	25022
3072	26260	25012
3073	26267	25002
3074	26274	24992
3075	26280	24982
3076	26287	24971
3077	26295	24962
3078	26302	24952
3079	26309	24942
3080	26315	24932
3081	26322	24921
3082	26328	24911
3083	26335	24901
3084	26342	24890
3085	26349	24880
3086	26356	24870
3087	26362	24860
3088	26369	24850
3089	26376	24839
3090	26383	24830
3091	26390	24820
3092	26397	24810
3093	26405	24800
3094	26413	24791
3095	26420	24782
3096	26428	24773
3097	26436	24763
3098	26442	24753
3099	26450	24743
3100	26457	24733
3101	26464	24723
3102	26472	24715
3103	26479	24705
3104	26488	24696
3105	26495	24687
3106	26503	24678
3107	26510	24668
3108	26518	24658
3109	26525	24648
3110	26532	24639
3111	26539	24628
3112	26545	24618
3113	26552	24608
3114	26559	24598
3115	26566	24588
3116	26572	24578
3117	26580	24568
3118	26586	24557
3119	26593	24547
3120	26600	24537
3121	26606	24527
3122	26613	24517
3123	26620	24507
3124	26627	24497
3125	26634	24487
3126	26641	24477
3127	26647	24467
3128	26654	24456
3129	26661	24446
3130	26668	24436
3131	26676	24427
3132	26682	24417
3133	26689	24407
3134	26696	24396
3135	26702	24386
3136	26709	24376
3137	26716	24366
3138	26723	24357
3139	26730	24347
3140	26737	24337
3141	26744	24327
3142	26751	24317
3143	26758	24307
3144	26765	24297
3145	26772	24287
3146	26779	24277
3147	26786	24267
3148	26812	24274
3149	27077	24498
3150	27089	24492
3151	27096	24483
3152	27103	24473
3153	27110	24463
3154	27118	24453
3155	27125	24443
3156	27133	24434
3157	27141	24425
3158	27148	24415
3159	27155	24405
3160	27162	24395
3161	27169	24385
3162	27176	24375
3163	27183	24365
3164	27190	24355
3165	27198	24346
3166	27205	24336
3167	27212	24326
3168	27220	24316
3169	27227	24307
3170	27234	24297
3171	27242	24287
3172	27249	24277
3173	27256	24267
3174	27263	24258
3175	27270	24248
3176	27277	24238
3177	27285	24228
3178	27292	24219
3179	27299	24208
3180	27306	24199
3181	27313	24189
3182	27320	24178
3183	27327	24169
3184	27334	24159
3185	27342	24149
3186	27348	24139
3187	27356	24129
3188	27362	24119
3189	27370	24109
3190	27377	24100
3191	27384	24089
3192	27391	24080
3193	27398	24070
3194	27405	24060
3195	27412	24049
3196	27420	24041
3197	27427	24031
3198	27435	24021
3199	27442	24011
3200	27449	24002
3201	27456	23992
3202	27463	23982
3203	27470	23972
3204	27477	23962
3205	27484	23952
3206	27491	23942
3207	27498	23932
3208	27505	23923
3209	27513	23913
3210	27520	23903
3211	27527	23893
3212	27534	23883
3213	27541	23873
3214	27548	23863
3215	27555	23854
3216	27563	23844
3217	27567	23832
3218	27574	23822
3219	27581	23812
3220	27588	23802
3221	27595	23792
3222	27602	23782
3223	27608	23772
