iter	RMSE
446	74.49485737
447	74.46995936
448	74.44705258
449	74.42388308
450	74.39847887
451	74.37781873
452	74.36395749
453	74.34352621
454	74.32259479
455	74.30042221
456	74.27890118
457	74.25511674
458	74.23139204
459	74.21202504
460	74.19249279
461	74.17050612
462	74.14827103
463	74.12934333
464	74.10958662
465	74.09353049
466	74.07163618
467	74.04961139
468	74.02664212
469	74.00403448
470	73.98237761
471	73.9620499
472	73.93990995
473	73.92081699
474	73.90002423
475	73.87907987
476	73.86122971
477	73.83772524
478	73.81988769
479	73.79985753
480	73.7788645
481	73.75858834
482	73.73895524
483	73.71888147
484	73.70219099
485	73.68158935
486	73.66247029
487	73.64358194
488	73.62411698
489	73.60659747
490	73.58497669
491	73.56698321
492	73.54651414
493	73.52804121
494	73.50951903
495	73.48885924
496	73.47083967
497	73.453355
498	73.43050765
499	73.41165894
500	73.39226409
501	73.37458916
502	73.35440376
503	73.33390382
504	73.31228422
505	73.29260313
506	73.27421817
507	73.25935545
508	73.2408141
509	73.22126565
510	73.20157495
511	73.18209414
512	73.16396889
513	73.14551982
514	73.12799224
515	73.11086739
516	73.090307
517	73.07049168
518	73.05306781
519	73.03289747
520	73.01446207
521	72.99718176
522	72.97900366
523	72.95847985
524	72.93776327
525	72.9161472
526	72.90125379
527	72.87952061
528	72.862872
529	72.84525488
530	72.82600238
531	72.80804089
532	72.78941099
533	72.77093478
534	72.75123096
535	72.73521348
536	72.72040333
537	72.70301897
538	72.68763927
539	72.66982522
540	72.65248043
541	72.63380667
542	72.61659344
543	72.5986198
544	72.58187136
545	72.56286002
546	72.54608534
547	72.52962836
548	72.51145235
549	72.49456666
550	72.48147755
551	72.46862855
552	72.45089617
553	72.43256509
554	72.4162234
555	72.39705275
556	72.38235245
557	72.36444661
558	72.34955633
559	72.33373613
560	72.31639242
561	72.30126432
562	72.28449557
563	72.26669919
564	72.25161223
565	72.23550014
566	72.21835853
567	72.20192989
568	72.19060298
569	72.1753178
570	72.16000153
571	72.1443341
572	72.12774915
573	72.11238018
574	72.09591918
575	72.08083174
576	72.06583072
577	72.04905046
578	72.03305486
579	72.01564289
580	72.00001775
581	71.98592502
582	71.97001036
583	71.95437961
584	71.94125539
585	71.92689884
586	71.91030512
587	71.89580047
588	71.88031758
589	71.86478495
590	71.84620308
591	71.82884276
592	71.81277234
593	71.79625166
594	71.78199045
595	71.76202536
596	71.74722598
597	71.73335049
598	71.71790211
599	71.70513772
600	71.6901106
601	71.67451222
602	71.65827081
603	71.64226369
604	71.62572212
605	71.61171194
606	71.59727173
607	71.58296965
608	71.57097896
609	71.55664561
610	71.54235517
611	71.52900119
612	71.51365144
613	71.50025129
614	71.48696296
615	71.4702189
616	71.45661414
617	71.44171935
618	71.42546296
619	71.41259519
620	71.40012671
621	71.38737531
622	71.37239452
623	71.35802665
624	71.34390747
625	71.33073487
626	71.3174435
627	71.30430048
628	71.29079462
629	71.27548259
630	71.25885058
631	71.2438681
632	71.2268062
633	71.21161359
634	71.20048666
635	71.18576836
636	71.17221866
637	71.15803882
638	71.14411814
639	71.13247519
640	71.11853187
641	71.10472431
642	71.09077998
643	71.07542978
644	71.06019723
645	71.04139462
646	71.02868694
647	71.01586941
648	70.99876822
649	70.9827723
650	70.96888528
651	70.95456387
652	70.93790584
653	70.92501602
654	70.91059964
655	70.89552335
656	70.88194319
657	70.87049776
658	70.85702125
659	70.84527076
660	70.83080358
661	70.81626621
662	70.80269089
663	70.78886725
664	70.78254762
665	70.77010722
666	70.75759925
667	70.74414596
668	70.73446613
669	70.72103607
670	70.70783036
671	70.69562865
672	70.68233996
673	70.66935219
674	70.65728488
675	70.64394687
676	70.62965291
677	70.61918299
678	70.60689228
679	70.5966879
680	70.5841548
681	70.57212787
682	70.55750784
683	70.54481939
684	70.53177243
685	70.52001217
686	70.50606329
687	70.49352041
688	70.48303589
689	70.47308615
690	70.46468938
691	70.45404585
692	70.44102233
693	70.42610907
694	70.41252025
695	70.3998117
696	70.39003768
697	70.37849217
698	70.3660066
699	70.3550698
700	70.34330989
701	70.33116779
702	70.31953525
703	70.30740485
704	70.29754004
705	70.28598982
706	70.27378147
707	70.26407213
708	70.25356568
709	70.24241924
710	70.23290869
711	70.22241032
712	70.20653701
713	70.19507924
714	70.18271415
715	70.17261705
716	70.16150782
717	70.14767946
718	70.13505385
719	70.12378009
720	70.11190043
721	70.1011654
722	70.08950898
723	70.07628083
724	70.06578004
725	70.05366704
726	70.04257793
727	70.03218407
728	70.02052994
729	70.01024602
730	69.99868376
731	69.98872374
732	69.97953502
733	69.96930112
734	69.95576407
735	69.94616641
736	69.93593734
737	69.92560089
738	69.91542167
739	69.90619747
740	69.89658595
741	69.8852001
742	69.87389485
743	69.86732091
744	69.85257163
745	69.84013685
746	69.83139707
747	69.81963551
748	69.8128163
749	69.80177617
750	69.78733788
751	69.77727277
752	69.76736471
753	69.75641177
754	69.74363639
755	69.7353166
756	69.72677508
757	69.71382221
758	69.70152757
759	69.68942393
760	69.68143516
761	69.67089508
762	69.66012981
763	69.6504874
764	69.64141608
765	69.6323828
766	69.6233476
767	69.61302736
768	69.60344597
769	69.59256918
770	69.58253113
771	69.57387145
772	69.56399439
773	69.55433973
774	69.54425023
775	69.53320874
776	69.52425983
777	69.51651749
778	69.5092778
779	69.50043309
780	69.49020941
781	69.47778576
782	69.46593186
783	69.45503755
784	69.44498682
785	69.43137814
786	69.42102118
787	69.40977275
788	69.4007083
789	69.38933805
790	69.3805311
791	69.36943274
792	69.35813972
793	69.34909169
794	69.33897628
795	69.32851774
796	69.31506214
797	69.30584501
798	69.29785961
799	69.28979985
800	69.28044721
801	69.27100185
802	69.26119301
803	69.24999566
804	69.24127129
805	69.23049708
806	69.22249827
807	69.21221925
808	69.20190026
809	69.1911544
810	69.18167739
811	69.17067855
812	69.1614019
813	69.15146427
814	69.14121488
815	69.13131289
816	69.12287331
817	69.1134327
818	69.10608427
819	69.09391411
820	69.08415103
821	69.07506777
822	69.06442342
823	69.05521122
824	69.04309302
825	69.03337113
826	69.02450036
827	69.01474778
828	69.00781414
829	68.99819193
830	68.98966583
831	68.98100427
832	68.97090675
833	68.96099587
834	68.95169437
835	68.94188816
836	68.9336568
837	68.92779964
838	68.91884117
839	68.91010683
840	68.89833185
841	68.88933655
842	68.88189455
843	68.87331112
844	68.86191444
845	68.85486338
846	68.84935862
847	68.83928436
848	68.83070427
849	68.82194712
850	68.8093386
851	68.80201038
852	68.7911666
853	68.78416601
854	68.7743585
855	68.76351101
856	68.75485581
857	68.74453779
858	68.73713509
859	68.72849196
860	68.71776445
861	68.70925858
862	68.7012924
863	68.69210099
864	68.68180284
865	68.67428017
866	68.66871426
867	68.65884183
868	68.65188614
869	68.64345311
870	68.63235795
871	68.62285363
872	68.60973759
873	68.59890212
874	68.58843704
875	68.57697467
876	68.56591192
877	68.55486101
878	68.54420009
879	68.53537504
880	68.52660069
881	68.51815907
882	68.50841828
883	68.49919823
884	68.4874032
885	68.47907147
886	68.47107031
887	68.46260181
888	68.45624561
889	68.445473
890	68.43561207
891	68.43293569
892	68.42496329
893	68.41442003
894	68.40532983
895	68.39576597
896	68.38709293
897	68.37830909
898	68.37099095
899	68.36397313
900	68.35508153
901	68.34742034
902	68.33901593
903	68.33286158
904	68.32599369
905	68.31834718
906	68.31268998
907	68.30472631
908	68.29558873
909	68.28574917
910	68.27893649
911	68.2697748
912	68.2628555
913	68.25514781
914	68.2471765
915	68.23765612
916	68.22935611
917	68.22177294
918	68.21471535
919	68.20678815
920	68.19949051
921	68.19267311
922	68.18468894
923	68.17602503
924	68.16597435
925	68.1593691
926	68.1506089
927	68.13973736
928	68.13238358
929	68.12558617
930	68.11818331
931	68.11022553
932	68.10302289
933	68.09557746
934	68.08848903
935	68.0806404
936	68.07222623
937	68.06381504
938	68.05727932
939	68.04869861
940	68.0416037
941	68.03409918
942	68.02621585
943	68.01887592
944	68.01164789
945	68.00365782
946	67.99867946
947	67.99129614
948	67.98393315
949	67.97831907
950	67.97089041
951	67.96295925
952	67.95588694
953	67.94936434
954	67.94147927
955	67.93408135
956	67.9259217
957	67.91828816
958	67.9110983
959	67.90349013
960	67.89550101
961	67.8869666
962	67.88085543
963	67.87493741
964	67.86328431
965	67.85350491
966	67.84749339
967	67.83820433
968	67.83048567
969	67.82291636
970	67.81470506
971	67.80761378
972	67.80457071
973	67.79727474
974	67.7898885
975	67.78278973
976	67.77707114
977	67.76908212
978	67.76100583
979	67.75362466
980	67.74553414
981	67.73903488
982	67.73047957
983	67.72327101
984	67.71693279
985	67.70902895
986	67.70575453
987	67.69699012
988	67.68750286
989	67.68182738
990	67.67682707
991	67.66993283
992	67.66275653
993	67.65473773
994	67.64809525
995	67.64275496
996	67.63562555
997	67.62872941
998	67.62182023
999	67.61539323
1000	67.607673
1001	67.6005472
1002	67.59319537
1003	67.58651831
1004	67.57874704
1005	67.57225226
1006	67.56580167
1007	67.55836459
1008	67.55206305
1009	67.54416608
1010	67.53645212
1011	67.52976888
1012	67.5217839
1013	67.51507053
1014	67.50983777
1015	67.50465437
1016	67.49828805
1017	67.49352626
1018	67.48827035
1019	67.48126864
1020	67.4736697
1021	67.46541206
1022	67.45788532
1023	67.45178579
1024	67.44474447
1025	67.43938663
1026	67.43126155
1027	67.42030957
1028	67.41050009
1029	67.4044957
1030	67.39778357
1031	67.39186441
1032	67.38300206
1033	67.37552151
1034	67.36806847
1035	67.36231887
1036	67.35387952
1037	67.34686635
1038	67.34014249
1039	67.33257778
1040	67.32642213
1041	67.32097525
1042	67.31496619
1043	67.30815907
1044	67.30190843
1045	67.29596723
1046	67.29100645
1047	67.28397839
1048	67.27707706
1049	67.27123901
1050	67.26447053
1051	67.25844695
1052	67.25121321
1053	67.24494223
1054	67.2364481
1055	67.22991178
1056	67.22532505
1057	67.22211912
1058	67.21436263
1059	67.20638734
1060	67.20095005
1061	67.193692
1062	67.18707705
1063	67.17872601
1064	67.17332108
1065	67.16681189
1066	67.16083353
1067	67.15641375
1068	67.1493258
1069	67.14310045
1070	67.13609592
1071	67.13176008
1072	67.12569179
1073	67.11950479
1074	67.11237347
1075	67.10627367
1076	67.09969061
1077	67.09439645
1078	67.08914016
1079	67.08044466
1080	67.07517288
1081	67.06471595
1082	67.05935872
1083	67.05241083
1084	67.0455105
1085	67.04060073
1086	67.03337339
1087	67.02947634
1088	67.02218683
1089	67.01590202
1090	67.01018226
1091	67.00494026
1092	66.99946433
1093	66.99420105
1094	66.98883306
1095	66.98347796
1096	66.97645426
1097	66.97019664
1098	66.96338213
1099	66.95675995
1100	66.95038607
1101	66.94430124
1102	66.93915404
1103	66.9330235
1104	66.92720178
1105	66.92216816
1106	66.91359141
1107	66.90718529
1108	66.90210123
1109	66.89593228
1110	66.88960234
1111	66.88495702
1112	66.88055205
1113	66.87346515
1114	66.86804967
1115	66.86101142
1116	66.8550153
1117	66.84933913
1118	66.84767077
1119	66.84300746
1120	66.83568315
1121	66.83020307
1122	66.82382551
1123	66.81813144
1124	66.81244826
1125	66.80725227
1126	66.80184921
1127	66.7962559
1128	66.79111811
1129	66.7852273
1130	66.78046239
1131	66.77640227
1132	66.77072133
1133	66.76633565
1134	66.76045018
1135	66.75426641
1136	66.74794583
1137	66.74299665
1138	66.73679108
1139	66.73035158
1140	66.72481614
1141	66.71956064
1142	66.71351551
1143	66.70916487
1144	66.70472804
1145	66.69764673
1146	66.69131411
1147	66.68579481
1148	66.6806317
1149	66.67741327
1150	66.67252225
1151	66.66686524
1152	66.66143839
1153	66.65576054
1154	66.64897099
1155	66.64336693
1156	66.6388309
1157	66.63275778
1158	66.62794095
1159	66.62450248
1160	66.62017828
1161	66.61611837
1162	66.60916099
1163	66.60358707
1164	66.59858723
1165	66.59255818
1166	66.58667112
1167	66.58035511
1168	66.57429543
1169	66.56987182
1170	66.56348907
1171	66.55919498
1172	66.5552567
1173	66.54873711
1174	66.54401328
1175	66.53923693
1176	66.53617723
1177	66.53122247
1178	66.52485944
1179	66.51847981
1180	66.51297413
1181	66.5060103
1182	66.49888749
1183	66.49298969
1184	66.4870291
1185	66.48331829
1186	66.47558828
1187	66.47058282
1188	66.46668553
1189	66.46161181
1190	66.45807219
1191	66.45317541
1192	66.44674149
1193	66.44139825
1194	66.43588856
1195	66.429653
1196	66.42361631
1197	66.41888524
1198	66.41455276
1199	66.41134181
1200	66.40704508
1201	66.40311748
1202	66.39730442
1203	66.39314162
1204	66.38731293
1205	66.38280398
1206	66.37841175
1207	66.37299649
1208	66.36864315
1209	66.3615733
1210	66.35456276
1211	66.34734967
1212	66.34252723
1213	66.33515175
1214	66.33035399
1215	66.32460676
1216	66.31954046
1217	66.31356129
1218	66.30830852
1219	66.30199857
1220	66.29622023
1221	66.29055049
1222	66.28457099
1223	66.27972266
1224	66.27439692
1225	66.26605121
1226	66.26168786
1227	66.25615035
1228	66.25266453
1229	66.24532357
1230	66.23943656
1231	66.2354609
1232	66.22964802
1233	66.22356856
1234	66.21887249
1235	66.21445846
1236	66.20912999
1237	66.2024385
1238	66.19653041
1239	66.19263002
1240	66.18769661
1241	66.18342325
1242	66.17966021
1243	66.17344462
1244	66.16612757
1245	66.16127894
1246	66.1563486
1247	66.15242002
1248	66.14761137
1249	66.14312885
1250	66.13873266
1251	66.13377641
1252	66.12750782
1253	66.12231905
1254	66.11845357
1255	66.11446347
1256	66.10820752
1257	66.10292926
1258	66.09809183
1259	66.09408398
1260	66.08965416
1261	66.0836156
1262	66.07887608
1263	66.07242131
1264	66.06968092
1265	66.06501928
1266	66.05983727
1267	66.05671907
1268	66.05222302
1269	66.04841431
1270	66.04430213
1271	66.03949375
1272	66.03504655
1273	66.03144384
1274	66.02688323
1275	66.02208022
1276	66.01746351
1277	66.01255242
1278	66.00655173
1279	66.00327437
1280	65.99945676
1281	65.99217184
1282	65.98775156
1283	65.98319326
1284	65.97661977
1285	65.97331166
1286	65.9674181
1287	65.96208769
1288	65.95813063
1289	65.95116267
1290	65.94592119
1291	65.93854959
1292	65.93540113
1293	65.93107982
1294	65.92660045
1295	65.92066119
1296	65.91689911
1297	65.91177639
1298	65.90714743
1299	65.90322936
1300	65.898768
1301	65.89419955
1302	65.88791894
1303	65.88299926
1304	65.88002893
1305	65.87587489
1306	65.87175814
1307	65.86733049
1308	65.86189399
1309	65.85643834
1310	65.85202795
1311	65.84879784
1312	65.8448429
1313	65.83829376
1314	65.833461
1315	65.82803215
1316	65.82369898
1317	65.81946673
1318	65.81453091
1319	65.81088566
1320	65.80597564
1321	65.80166467
1322	65.79612822
1323	65.79213527
1324	65.78766581
1325	65.78272157
1326	65.77590117
1327	65.76915079
1328	65.76477197
1329	65.76115154
1330	65.75806363
1331	65.75389406
1332	65.74854174
1333	65.74324103
1334	65.73743146
1335	65.73356157
1336	65.72950322
1337	65.72416644
1338	65.72003984
1339	65.71596842
1340	65.71206389
1341	65.70762645
1342	65.70490804
1343	65.7018695
1344	65.69753228
1345	65.69203566
1346	65.68605582
1347	65.68236815
1348	65.67718779
1349	65.67312743
1350	65.66877518
1351	65.66512251
1352	65.66158421
1353	65.65540242
1354	65.64931615
1355	65.64465678
1356	65.6400994
1357	65.63582789
1358	65.63281102
1359	65.62870738
1360	65.62218192
1361	65.61932338
1362	65.61405987
1363	65.610003
1364	65.60597798
1365	65.60162575
1366	65.59636997
1367	65.59167609
1368	65.58818961
1369	65.58341476
1370	65.57982316
1371	65.57690174
1372	65.57322635
1373	65.56959619
1374	65.5662626
1375	65.5618765
1376	65.55859561
1377	65.5534941
1378	65.54965017
1379	65.54504994
1380	65.5408755
1381	65.53585489
1382	65.53199944
1383	65.52494592
1384	65.52124652
1385	65.51802337
1386	65.51491534
1387	65.51107564
1388	65.50822805
1389	65.5021399
1390	65.49829854
1391	65.49375759
1392	65.48665828
1393	65.48265228
1394	65.47815911
1395	65.47227359
1396	65.46852222
1397	65.46464876
1398	65.45953445
1399	65.45484579
1400	65.44951589
1401	65.44499161
1402	65.43995654
1403	65.43593103
1404	65.43151071
1405	65.42847418
1406	65.42422541
1407	65.42069
1408	65.4174644
1409	65.41372305
1410	65.4082989
1411	65.40412584
1412	65.40053528
1413	65.39635576
1414	65.3921771
1415	65.38893123
1416	65.38401587
1417	65.3803172
1418	65.37628162
1419	65.37238001
1420	65.36774974
1421	65.36365986
1422	65.35995293
1423	65.35584668
1424	65.3505885
1425	65.34615215
1426	65.34397451
1427	65.340276
1428	65.33591099
1429	65.33197083
1430	65.32894323
1431	65.32598556
1432	65.32224947
1433	65.31727385
1434	65.31109861
1435	65.30544319
1436	65.29916745
1437	65.29256317
1438	65.28706187
1439	65.28213192
1440	65.27682547
1441	65.27138844
1442	65.26749699
1443	65.26106464
1444	65.25804775
1445	65.25492026
1446	65.25166503
1447	65.24850683
1448	65.24301564
1449	65.24039391
1450	65.23641169
1451	65.23179341
1452	65.22785928
1453	65.22491659
1454	65.21981153
1455	65.21615894
1456	65.21210093
1457	65.2097639
1458	65.20484587
1459	65.20041477
1460	65.19754551
1461	65.1917256
1462	65.18792956
1463	65.1853928
1464	65.18154064
1465	65.1779867
1466	65.17307641
1467	65.16779813
1468	65.16416046
1469	65.16129166
1470	65.15651909
1471	65.15405964
1472	65.15114602
1473	65.14483666
1474	65.14174198
1475	65.13903657
1476	65.1334812
1477	65.12926184
1478	65.12480824
1479	65.12134775
1480	65.11675295
1481	65.11278058
1482	65.10734088
1483	65.1025635
1484	65.09847312
1485	65.09490916
1486	65.08929611
1487	65.08666832
1488	65.08302825
1489	65.0785846
1490	65.07532395
1491	65.07180847
1492	65.06805106
1493	65.06535992
1494	65.0605954
1495	65.05758228
1496	65.05373006
1497	65.04879931
1498	65.04390999
1499	65.04046145
1500	65.03348937
1501	65.03068139
1502	65.02712418
1503	65.02328611
1504	65.0179551
1505	65.01186705
1506	65.00868357
1507	65.00626315
1508	65.00259698
1509	64.9970005
1510	64.99221243
1511	64.9887945
1512	64.98589836
1513	64.98305204
1514	64.97984866
1515	64.97545822
1516	64.97083924
1517	64.9661147
1518	64.96310712
1519	64.96067294
1520	64.95676776
1521	64.9534665
1522	64.95026389
1523	64.94647007
1524	64.94119105
1525	64.93645725
1526	64.93339503
1527	64.92916182
1528	64.92534809
1529	64.92239266
1530	64.91949073
1531	64.91460757
1532	64.91094772
1533	64.90825862
1534	64.90594546
1535	64.90322702
1536	64.89852315
1537	64.89435764
1538	64.89026342
1539	64.88615106
1540	64.88350322
1541	64.88111458
1542	64.87803556
1543	64.8727756
1544	64.8674628
1545	64.86438541
1546	64.86142011
1547	64.85890948
1548	64.85529694
1549	64.85178548
1550	64.84983892
1551	64.84600833
1552	64.84339728
1553	64.83931541
1554	64.83604208
1555	64.82984859
1556	64.82773718
1557	64.82424933
1558	64.8194595
1559	64.81652221
1560	64.81261716
1561	64.80971072
1562	64.80514615
1563	64.80202446
1564	64.79861303
1565	64.79590159
1566	64.79224117
1567	64.79028314
1568	64.78533762
1569	64.78268085
1570	64.77877292
1571	64.77544725
1572	64.76901984
1573	64.76449816
1574	64.75991542
1575	64.75677939
1576	64.75269599
1577	64.74854096
1578	64.74510752
1579	64.74233237
1580	64.73779327
1581	64.73465855
1582	64.7323122
1583	64.72901781
1584	64.72499415
1585	64.72085016
1586	64.71815859
1587	64.71421049
1588	64.7125209
1589	64.7098993
1590	64.70473689
1591	64.70108866
1592	64.69669772
1593	64.69315553
1594	64.68936978
1595	64.68571954
1596	64.67986416
1597	64.67602116
1598	64.67149101
1599	64.66988864
1600	64.66727963
1601	64.66429968
1602	64.66127553
1603	64.65736281
1604	64.65423479
1605	64.64826506
1606	64.64309001
1607	64.64142511
1608	64.63613682
1609	64.63251554
1610	64.62830927
1611	64.62521586
1612	64.62220917
1613	64.61957737
1614	64.61649733
1615	64.61197732
1616	64.6089572
1617	64.60473764
1618	64.60103592
1619	64.59747575
1620	64.59462718
1621	64.59201831
1622	64.58826218
1623	64.58430975
1624	64.58106392
1625	64.57851093
1626	64.57208374
1627	64.56867188
1628	64.56620495
1629	64.56284399
1630	64.56063031
1631	64.55759767
1632	64.55281153
1633	64.54975227
1634	64.54687089
1635	64.54281565
1636	64.53733803
1637	64.5340904
1638	64.53054267
1639	64.52698687
1640	64.52201492
1641	64.51903654
1642	64.51643017
1643	64.51143052
1644	64.50851666
1645	64.50476221
1646	64.50155096
1647	64.49830526
1648	64.49468137
1649	64.48969256
1650	64.48703136
1651	64.4838685
1652	64.48018049
1653	64.47754161
1654	64.47196082
1655	64.46966494
1656	64.4645529
1657	64.46079019
1658	64.45808191
1659	64.45452223
1660	64.45073638
1661	64.44771271
1662	64.44381925
1663	64.44034968
1664	64.43788109
1665	64.43227865
